Date,BTC,Energy,GPR
2020/11/13,0.011868624,0.003236899,0.012404487
2020/11/14,0.011163192,0.004012513,-0.038713087
2020/11/15,0.011435017,0.004912444,-0.020594564
2020/11/16,0.012881391,0.005616542,0.014127797
2020/11/17,0.014319217,0.006074941,-0.002291031
2020/11/18,0.013874939,0.005715597,0.004730798
2020/11/19,0.013408265,0.005606476,-0.023304822
2020/11/20,0.012433755,0.006093445,0.008939682
2020/11/21,0.012103579,0.005928717,-0.025473631
2020/11/22,0.01170166,0.006413343,-0.009907019
2020/11/23,0.011239044,0.007324405,-0.019919738
2020/11/24,0.01275782,0.00935491,0.026574689
2020/11/25,0.011983959,0.009248033,-0.044933548
2020/11/26,0.007599532,0.009685967,-0.02117153
2020/11/27,0.008465567,0.010834985,-0.005012932
2020/11/28,0.009215674,0.009733514,0.000446938
2020/11/29,0.009801795,0.008944509,0.007692661
2020/11/30,0.011785213,0.008013562,0.041415102
2020/12/01,0.010463848,0.008101908,0.031849867
2020/12/02,0.01161815,0.008587601,0.016272673
2020/12/03,0.011070313,0.008567931,-0.029168766
2020/12/04,0.009331616,0.009837955,-0.040305239
2020/12/05,0.006884843,0.00963138,-0.012174111
2020/12/06,0.007245295,0.009911889,0.000567211
2020/12/07,0.008585635,0.008405678,0.008870467
2020/12/08,0.00561783,0.007287943,0.018847508
2020/12/09,0.006357272,0.006069398,-0.017292114
2020/12/10,0.005924273,0.005704433,0.016257472
2020/12/11,0.004663094,0.005349224,-0.027551576
2020/12/12,0.004811286,0.006117209,-0.001220197
2020/12/13,0.005321594,0.005187626,-0.030000657
2020/12/14,0.006016613,0.004316045,-0.004198414
2020/12/15,0.006544793,0.004180674,0.009872318
2020/12/16,0.008094383,0.003582212,-0.009867551
2020/12/17,0.008550381,0.003173247,0.023638944
2020/12/18,0.008735037,0.003244127,-0.01054041
2020/12/19,0.009748577,0.002841139,0.0099914
2020/12/20,0.007724231,0.00253958,-0.078894682
2020/12/21,0.006715538,0.001626745,0.021841476
2020/12/22,0.008608442,0.000613779,0.008323251
2020/12/23,0.007851134,0.000789975,0.020796075
2020/12/24,0.007230389,-0.000989109,-0.021328076
2020/12/25,0.009171234,-0.00053165,0.024172113
2020/12/26,0.014424382,-0.000430484,-0.009718252
2020/12/27,0.014298175,-0.000299713,-0.030163871
2020/12/28,0.0141475,0.000234616,-0.02618958
2020/12/29,0.013632916,0.000722055,-0.012768165
2020/12/30,0.01283165,0.001590787,0.007806446
2020/12/31,0.014444628,0.000918112,-0.015768748
2021/01/01,0.014171599,8.11788E-05,-0.011539552
2021/01/02,0.016736489,-0.00025141,-0.018054472
2021/01/03,0.01871231,-0.001619075,-0.023617403
2021/01/04,0.017077808,-0.001463171,0.024006275
2021/01/05,0.01878992,0.000227468,0.021458382
2021/01/06,0.021722846,0.001396961,0.022024728
2021/01/07,0.025499159,0.001692474,-0.012525867
2021/01/08,0.026264754,0.00159507,0.007145691
2021/01/09,0.026341224,0.000733841,-0.004015738
2021/01/10,0.025109453,0.001183029,0.016743153
2021/01/11,0.021245241,0.001483554,0.016714702
2021/01/12,0.019072908,0.002667635,0.059941856
2021/01/13,0.022069836,0.002790621,0.026756452
2021/01/14,0.023406685,0.003159755,-0.012188892
2021/01/15,0.018232748,0.0020674,0.0032974
2021/01/16,0.015382272,0.002105553,-0.008569466
2021/01/17,0.014540987,0.002482062,-0.003824161
2021/01/18,0.01427514,0.002749041,0.011870524
2021/01/19,0.014314077,0.003586989,0.067386669
2021/01/20,0.014799372,0.004079006,-0.001355094
2021/01/21,0.008645882,0.003681615,-0.009285889
2021/01/22,0.011691644,0.002551965,0.010397079
2021/01/23,0.010028559,0.002478238,0.000855592
2021/01/24,0.00897872,0.002308032,-0.011602163
2021/01/25,0.006745156,0.002177956,0.033351833
2021/01/26,0.007162401,0.001951278,0.018938655
2021/01/27,0.003884655,0.001531,0.016942086
2021/01/28,0.006712058,0.001770658,0.016375875
2021/01/29,0.005794221,0.000528858,0.002218137
2021/01/30,0.005563376,0.000794838,-0.008866999
2021/01/31,0.003995063,0.000831182,-0.033502418
2021/02/01,0.001431647,0.000867515,0.014013234
2021/02/02,0.00266474,0.001142666,0.077090754
2021/02/03,0.005291285,0.00207911,-0.011703197
2021/02/04,0.002759329,0.000631324,-0.014792564
2021/02/05,0.001173896,-4.56115E-05,-4.06867E-05
2021/02/06,-8.90431E-05,-0.000202151,0.005022267
2021/02/07,-0.001584692,0.000179905,-0.015740619
2021/02/08,0.004589344,0.000451126,-0.005003337
2021/02/09,0.006404114,0.00012915,-0.004829104
2021/02/10,0.007781137,0.000494077,-0.003864258
2021/02/11,0.011507274,-0.000789265,-0.032822751
2021/02/12,0.008046667,-0.000224165,0.003258928
2021/02/13,0.006134556,-0.000873973,-0.017610416
2021/02/14,0.009328235,0.00041003,-0.027650552
2021/02/15,0.009386689,0.000619388,-0.005400148
2021/02/16,0.010606226,0.001106066,0.008399989
2021/02/17,0.011774518,0.001486456,0.003314942
2021/02/18,0.011987028,0.000348813,-0.022771595
2021/02/19,0.015082507,0.000464704,-0.000899755
2021/02/20,0.019959284,0.001538474,-0.023048742
2021/02/21,0.018526575,0.002163633,-0.030555476
2021/02/22,0.017498949,0.002570251,0.007791838
2021/02/23,0.013783079,0.003267148,0.035033683
2021/02/24,0.01429972,0.00438235,-0.019673204
2021/02/25,0.012291848,0.004204241,-0.002815458
2021/02/26,0.014016257,0.003638919,0.018838731
2021/02/27,0.010739897,0.003721155,-0.010957853
2021/02/28,0.009136546,0.004912039,0.001645917
2021/03/01,0.01234547,0.005119191,0.014720836
2021/03/02,0.01263662,0.005048081,0.058331525
2021/03/03,0.013669192,0.005429535,0.031519963
2021/03/04,0.01043339,0.005784389,-0.025898009
2021/03/05,0.008891308,0.005760815,0.00803533
2021/03/06,0.009370429,0.005670458,-0.009952362
2021/03/07,0.009816455,0.005331257,-0.062588136
2021/03/08,0.009520468,0.005008616,-0.001436585
2021/03/09,0.011434916,0.004375321,-0.025945333
2021/03/10,0.006420037,0.004757797,-0.00795725
2021/03/11,0.007267716,0.005306222,0.004630804
2021/03/12,0.008133927,0.005021402,-0.013900295
2021/03/13,0.008184688,0.005277783,0.00448058
2021/03/14,0.007393884,0.004748677,-0.017162649
2021/03/15,0.005710102,0.004462148,0.037144217
2021/03/16,0.005119622,0.00356224,0.048648995
2021/03/17,0.006843036,0.003650041,0.014037557
2021/03/18,0.005403889,0.002045962,0.012855125
2021/03/19,0.003743228,0.001631537,-0.029674554
2021/03/20,0.004025639,0.002163378,-0.004418534
2021/03/21,0.000961338,0.001790377,-0.039178107
2021/03/22,-0.000946398,0.001459365,0.053748788
2021/03/23,-0.001663466,0.000546213,0.032540498
2021/03/24,-0.000893076,0.000926112,0.002325002
2021/03/25,0.001910251,0.00022212,-0.01412315
2021/03/26,0.003457148,-1.27213E-18,-0.0036436
2021/03/27,0.005757871,0.000356876,-0.003698606
2021/03/28,0.00628238,0.001294403,-0.015703129
2021/03/29,0.007446565,0.000980907,0.013911386
2021/03/30,0.008880735,0.000523982,0.012076333
2021/03/31,0.005718008,6.57592E-06,-0.00773801
2021/04/01,0.006669814,0.000580452,-0.023610651
2021/04/02,0.005376659,0.000158827,-0.028522584
2021/04/03,0.005692197,-0.000587983,0.001250193
2021/04/04,0.006103371,-0.001618161,-0.044465589
2021/04/05,0.006282912,-0.001731711,0.008372039
2021/04/06,0.004262795,-0.001701984,0.058013384
2021/04/07,0.002341728,-0.001582353,0.021112185
2021/04/08,0.002062756,-0.00162512,0.012635465
2021/04/09,0.001305132,-0.002551662,-0.005919638
2021/04/10,0.001127172,-0.002858352,-0.025821966
2021/04/11,0.001629811,-0.003018755,-0.000373354
2021/04/12,-0.000742792,-0.002953489,0.010804527
2021/04/13,0.002281533,-0.00279912,0.025894485
2021/04/14,0.004039375,-0.001827871,0.017081241
2021/04/15,0.003616134,-0.001307727,-0.001754294
2021/04/16,0.001495774,-0.001764687,0.000608845
2021/04/17,0.001588981,-0.000590257,-0.009521951
2021/04/18,-0.00123991,-0.000499144,0.008211648
2021/04/19,-0.001514014,-0.000404342,0.044008002
2021/04/20,-0.0006143,-0.00121994,0.052042759
2021/04/21,-0.000383062,-0.000780982,0.011110875
2021/04/22,-0.001863795,-0.00044372,0.004480777
2021/04/23,-0.00107878,-0.000893144,0.021736268
2021/04/24,-0.00108328,-0.000647739,0.018715026
2021/04/25,-0.003930652,-0.001301914,-0.047864825
2021/04/26,-0.001183059,-0.001145321,0.009202049
2021/04/27,-0.000551221,-0.000858454,0.018476462
2021/04/28,-0.001732864,0.000140537,-0.03003038
2021/04/29,-0.003181007,0.000526502,-0.023336267
2021/04/30,-0.000667813,0.000124287,-0.024691975
2021/05/01,-0.000722868,-0.000166673,-0.006270955
2021/05/02,-0.001582406,8.36724E-05,-0.009397162
2021/05/03,-0.00023437,0.000445365,0.001976801
2021/05/04,-0.003229046,0.00064592,0.046252447
2021/05/05,-0.000935183,0.001747582,-0.007026021
2021/05/06,-0.00104489,0.001894806,-0.006517829
2021/05/07,0.000768643,0.002322635,-0.023675125
2021/05/08,0.000273107,0.002720302,-0.07364299
2021/05/09,-7.26179E-06,0.002988677,-0.058424902
2021/05/10,-0.002268253,0.003064455,0.013747602
2021/05/11,-0.001996665,0.002329482,0.024285208
2021/05/12,-0.006589316,0.002500398,-0.015369255
2021/05/13,-0.008158789,0.001975758,0.012926142
2021/05/14,-0.007841452,0.002080401,-0.015976687
2021/05/15,-0.010102484,0.002469759,-0.005220774
2021/05/16,-0.009390438,0.002848415,-0.021862098
2021/05/17,-0.011068474,0.003009365,-0.003188184
2021/05/18,-0.00900379,0.002562168,0.019563825
2021/05/19,-0.013647727,0.00162956,0.012145377
2021/05/20,-0.010850143,0.002589123,0.000153977
2021/05/21,-0.012270812,0.002278987,-9.03207E-05
2021/05/22,-0.010711475,0.002695444,-0.017077366
2021/05/23,-0.012829619,0.002607137,-0.026671743
2021/05/24,-0.00856819,0.002618148,0.007110995
2021/05/25,-0.008126392,0.001979071,0.077730331
2021/05/26,-0.01061033,0.002136222,0.039209794
2021/05/27,-0.011963847,0.001899722,0.000425179
2021/05/28,-0.014301909,0.001045713,0.034287813
2021/05/29,-0.014546443,0.000873371,0.007322539
2021/05/30,-0.016052951,0.001551291,-0.005245365
2021/05/31,-0.014586673,0.001304949,0.000856553
2021/06/01,-0.014473066,0.002136508,0.009483302
2021/06/02,-0.014007177,0.002519284,-0.011631613
2021/06/03,-0.010255502,0.002485222,-0.014883561
2021/06/04,-0.014746751,0.001712594,0.009210539
2021/06/05,-0.015380406,0.00154076,-0.020311719
2021/06/06,-0.015653189,0.000998423,-0.005572262
2021/06/07,-0.018695005,0.000962069,0.090731954
2021/06/08,-0.018457076,0.001097667,0.065705738
2021/06/09,-0.013421422,0.000990446,0.021448792
2021/06/10,-0.014500245,0.001761969,-0.005608926
2021/06/11,-0.009165754,0.001581149,0.024365647
2021/06/12,-0.011177325,0.002112299,-0.036393313
2021/06/13,-0.008118771,0.001197645,-0.022600193
2021/06/14,-0.005023521,0.001063552,-0.036699788
2021/06/15,-0.004650731,0.001361983,0.013303059
2021/06/16,-0.004231499,0.000922475,0.015058607
2021/06/17,-0.00400326,0.00043541,0.011214292
2021/06/18,-0.001113077,0.000362574,-0.021063369
2021/06/19,-0.004515585,0.000638321,-0.036390769
2021/06/20,-0.001467204,0.000925985,-0.018700118
2021/06/21,-0.005657872,0.001169411,0.010891398
2021/06/22,-0.002245248,0.001368087,0.031695992
2021/06/23,-0.004593774,0.001345321,-0.040142864
2021/06/24,-0.003415291,0.002167878,-0.026731085
2021/06/25,-0.007224165,0.002021695,-0.039014541
2021/06/26,-0.005915984,0.001723153,-0.055206217
2021/06/27,-0.000993205,0.001326934,-0.093510873
2021/06/28,-0.000175457,0.001003813,0.016660661
2021/06/29,0.000176715,0.000869823,0.037463533
2021/06/30,-0.002111989,0.001075334,-0.00908546
2021/07/01,-0.002955668,0.000433181,-0.000902758
2021/07/02,-0.003433861,-0.000135583,0.004633629
2021/07/03,-0.00410225,-0.000138543,-0.008256871
2021/07/04,-0.001484106,-0.000303564,-0.01790858
2021/07/05,-0.001737773,-0.000258245,0.015468359
2021/07/06,-0.00154782,-0.001228731,0.009714204
2021/07/07,0.000291348,-0.001675827,-0.014849391
2021/07/08,-0.000598119,-0.002027947,-0.015197975
2021/07/09,-0.003326677,-0.001376259,-0.035278699
2021/07/10,-0.003022992,-0.001380869,-0.033800039
2021/07/11,-0.002883836,-0.001338956,-0.052398935
2021/07/12,-0.002326394,-0.001402161,0.013062143
2021/07/13,-0.005954357,-0.001708124,0.009233168
2021/07/14,-0.006773896,-0.002336341,0.021654645
2021/07/15,-0.00800416,-0.003359194,0.01172871
2021/07/16,-0.006639477,-0.003809012,-0.024045843
2021/07/17,-0.006265213,-0.003312179,-0.019639775
2021/07/18,-0.003940853,-0.002749589,-0.0317889
2021/07/19,-0.004823262,-0.003522733,0.005999696
2021/07/20,-0.006011602,-0.00353463,-0.030920257
2021/07/21,0.000453597,-0.002819663,-0.021272604
2021/07/22,-0.000198045,-0.003386902,-0.019413225
2021/07/23,-0.000140136,-0.003546533,0.0264523
2021/07/24,-0.000357718,-0.003549636,-0.005315654
2021/07/25,0.003698391,-0.003382026,-0.024566174
2021/07/26,0.004948631,-0.00280044,0.028112028
2021/07/27,0.004288484,-0.002732439,0.07451486
2021/07/28,0.004990763,-0.002100311,-0.020058663
2021/07/29,0.003641688,-0.001527948,-0.037657019
2021/07/30,0.006224936,-0.002326865,0.02043745
2021/07/31,0.007167793,-0.002781229,-0.024882892
2021/08/01,0.005497457,-0.002858603,-0.022107076
2021/08/02,0.004096451,-0.00292333,0.029008264
2021/08/03,0.002602237,-0.002402121,0.002946922
2021/08/04,0.005456168,-0.003142342,0.010339845
2021/08/05,0.005904373,-0.001742198,0.015113508
2021/08/06,0.007827572,-0.001101745,0.020129513
2021/08/07,0.010131925,-0.00104808,0.009872141
2021/08/08,0.008639628,-0.001755965,-0.018530479
2021/08/09,0.010813192,-0.001876049,0.010581894
2021/08/10,0.009539312,-0.001423959,0.044380936
2021/08/11,0.010618302,-0.001112424,0.001021377
2021/08/12,0.010214646,-0.001080272,-0.000478061
2021/08/13,0.012525876,-0.000748001,0.01758841
2021/08/14,0.0131116,-0.000404124,-0.07465462
2021/08/15,0.013455119,0.000104328,-0.007624534
2021/08/16,0.01259007,0.000320566,0.01691851
2021/08/17,0.011350123,0.000492628,0.052595452
2021/08/18,0.012471372,0.00037018,0.016580265
2021/08/19,0.014978852,-0.001009649,0.009410815
2021/08/20,0.014317643,-0.001941434,0.010595694
2021/08/21,0.013813894,-0.001300374,2.0982E-05
2021/08/22,0.012812878,-0.00084912,-0.011807815
2021/08/23,0.012265982,-0.000753243,0.035558171
2021/08/24,0.009991865,-0.000530027,0.054192654
2021/08/25,0.009034021,-0.000612035,-0.007290517
2021/08/26,0.005832516,-0.000719375,0.012254579
2021/08/27,0.006807993,-0.000239266,0.022220866
2021/08/28,0.006691218,-0.000740255,0.044156128
2021/08/29,0.004835974,-0.000209626,0.000319845
2021/08/30,0.004086238,-0.000252303,0.042196191
2021/08/31,0.005514542,-0.000506599,0.053575763
2021/09/01,0.007332238,-0.000746265,-0.011184194
2021/09/02,0.008562746,-0.000558918,0.024586631
2021/09/03,0.007666111,-1.10425E-05,0.003076169
2021/09/04,0.006684316,-0.000412625,-0.021149864
2021/09/05,0.006318893,-0.00057791,-0.007566733
2021/09/06,0.005553704,-0.000423326,0.015770568
2021/09/07,0.002217671,-0.000421418,0.061593658
2021/09/08,-0.000197579,-0.000634345,0.023136183
2021/09/09,0.000584506,-0.001126854,-0.011317797
2021/09/10,-0.000522959,-0.001447302,-0.002889003
2021/09/11,0.000575097,-0.000916574,0.005362098
2021/09/12,-0.001229,-0.000366338,-0.010755782
2021/09/13,-0.001545552,0.000132713,0.074785133
2021/09/14,3.22134E-05,-8.9257E-06,0.007343921
2021/09/15,0.001537644,0.001170328,-0.021885352
2021/09/16,0.002226926,0.001103902,-0.009360557
2021/09/17,0.001786291,0.001287405,0.020084059
2021/09/18,0.001095433,0.002060707,0.024498929
2021/09/19,-0.001434984,0.001660035,-0.017157349
2021/09/20,-0.004410958,0.001011256,-0.015462555
2021/09/21,-0.006409683,0.000973788,0.009132159
2021/09/22,-0.004281074,0.001495794,-0.041780711
2021/09/23,-0.002024368,0.001876671,-0.02202208
2021/09/24,-0.004451778,0.001855799,0.022284887
2021/09/25,-0.003144333,0.002568762,-0.03839789
2021/09/26,-0.004232625,0.002129979,-0.037990376
2021/09/27,-0.004885332,0.002539516,-0.023750321
2021/09/28,-0.005797574,0.002714868,0.005440143
2021/09/29,-0.004135788,0.002705259,-0.019856837
2021/09/30,-0.002475399,0.00284156,-0.022721263
2021/10/01,-0.000501973,0.00378232,-0.005414358
2021/10/02,-0.001110468,0.003227916,-0.020389072
2021/10/03,-0.001239078,0.0035734,-0.027499546
2021/10/04,-0.00055977,0.00374275,0.007316777
2021/10/05,-0.000154031,0.004059148,0.040699567
2021/10/06,0.001684334,0.003578877,-0.012552516
2021/10/07,0.004642124,0.003927582,0.000984359
2021/10/08,0.005258743,0.005128169,0.003378887
2021/10/09,0.005654689,0.005203488,-0.022162858
2021/10/10,0.006636401,0.005247307,-0.030829868
2021/10/11,0.008013035,0.004962142,-0.018849161
2021/10/12,0.006535625,0.004694488,0.005573671
2021/10/13,0.008140728,0.00442395,-0.0036599
2021/10/14,0.006552086,0.005169444,-0.007721114
2021/10/15,0.008189848,0.004481262,0.016167654
2021/10/16,0.00808091,0.00481007,-0.049291811
2021/10/17,0.008802842,0.005189031,-0.048883754
2021/10/18,0.008352381,0.005477747,0.006737873
2021/10/19,0.010243315,0.006007782,0.039435766
2021/10/20,0.014399508,0.006560702,0.008081197
2021/10/21,0.014148194,0.005617624,0.00347225
2021/10/22,0.011044799,0.004876711,0.015385935
2021/10/23,0.010432576,0.004170586,-0.003247787
2021/10/24,0.011742432,0.004172677,-0.020971596
2021/10/25,0.01297264,0.003982405,0.026323799
2021/10/26,0.011145044,0.003717672,0.049048867
2021/10/27,0.010848636,0.002696547,0.01968239
2021/10/28,0.013008197,0.002695622,-1.0401E-05
2021/10/29,0.013452045,0.002413559,-0.002095961
2021/10/30,0.011530461,0.002718159,-0.024093316
2021/10/31,0.008081824,0.002202979,-0.000553263
2021/11/01,0.008192463,0.002169336,0.025624085
2021/11/02,0.009045464,0.001589432,0.012469062
2021/11/03,0.00828458,0.00112072,0.003824081
2021/11/04,0.005879691,0.000803924,-0.011241735
2021/11/05,0.003301617,0.001706318,0.0105475
2021/11/06,0.004469974,0.001570025,-0.048681557
2021/11/07,0.005330771,0.000797101,-0.023645997
2021/11/08,0.00687873,0.000856694,0.006758585
2021/11/09,0.006703355,0.000871649,0.039128288
2021/11/10,0.004093117,0.000156683,0.032646712
2021/11/11,0.004917751,7.73903E-05,0.000595362
2021/11/12,0.003708443,-0.000126918,0.002463174
2021/11/13,0.003917216,-0.000450377,0.004457067
2021/11/14,0.00203267,-0.000659949,-0.02442807
2021/11/15,0.001428203,-0.000591391,0.054950565
2021/11/16,-0.000762674,-0.000554505,0.041808996
2021/11/17,-0.000903185,-0.000954314,-0.00016879
2021/11/18,-0.004031092,-0.001445956,0.005567512
2021/11/19,-0.004234787,-0.002847817,0.011767668
2021/11/20,-0.001374449,-0.002100519,-0.025382895
2021/11/21,-0.00109525,-0.002111527,-0.030889621
